element,system,code,display,occurrences
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,427.32,Atrial flutter,3975
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,E878.2,"Surgical operation with anastomosis, bypass, or graft, with natural or artificial tissues used as implant causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",3963
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,790.4,Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],3944
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Z59.0,Homelessness,3894
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,294.20,"Dementia, unspecified, without behavioral disturbance",3874
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,V12.55,Personal history of pulmonary embolism,3864
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,491.21,Obstructive chronic bronchitis with (acute) exacerbation,3855
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,714.0,Rheumatoid arthritis,3851
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,648.91,"Other current conditions classifiable elsewhere of mother, delivered, with or without mention of antepartum condition",3849
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,780.39,Other convulsions,3835
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,E78.0,Pure hypercholesterolemia,3834
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,V17.3,Family history of ischemic heart disease,3809
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Z00.6,Encounter for examination for normal comparison and control in clinical research program,3798
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,D63.1,Anemia in chronic kidney disease,3787
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,293.0,Delirium due to conditions classified elsewhere,3741
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,I73.9,"Peripheral vascular disease, unspecified",3739
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,790.7,Bacteremia,3734
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,V70.7,Examination of participant in clinical trial,3734
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,B19.20,Unspecified viral hepatitis C without hepatic coma,3732
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,459.81,"Venous (peripheral) insufficiency, unspecified",3681
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,197.7,"Malignant neoplasm of liver, secondary",3654
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,V58.69,Long-term (current) use of other medications,3635
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,I12.0,Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,3591
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,H40.9,Unspecified glaucoma,3588
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,577.1,Chronic pancreatitis,3584
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,356.9,Unspecified hereditary and idiopathic peripheral neuropathy,3579
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,R11.0,Nausea,3569
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Z91.14,Patient's other noncompliance with medication regimen,3552
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,T45.1X5A,"Adverse effect of antineoplastic and immunosuppressive drugs, initial encounter",3546
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,K92.2,"Gastrointestinal hemorrhage, unspecified",3544
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,E55.9,"Vitamin D deficiency, unspecified",3540
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,E87.0,Hyperosmolality and hypernatremia,3527
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,401.1,Benign essential hypertension,3509
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,285.29,Anemia of other chronic disease,3495
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,572.3,Portal hypertension,3491
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,008.45,Intestinal infection due to Clostridium difficile,3488
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,995.91,Sepsis,3486
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,D69.59,Other secondary thrombocytopenia,3466
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,R13.10,"Dysphagia, unspecified",3466
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,493.20,"Chronic obstructive asthma, unspecified",3442
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,V10.05,Personal history of malignant neoplasm of large intestine,3436
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Z95.0,Presence of cardiac pacemaker,3434
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,458.0,Orthostatic hypotension,3426
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Z85.46,Personal history of malignant neoplasm of prostate,3417
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,197.0,Secondary malignant neoplasm of lung,3416
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,782.3,Edema,3414
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,707.15,Ulcer of other part of foot,3391
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,W19.XXXA,"Unspecified fall, initial encounter",3383
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,536.3,Gastroparesis,3381
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,785.52,Septic shock,3371
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,J90,"Pleural effusion, not elsewhere classified",3361
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Z79.84,Long term (current) use of oral hypoglycemic drugs,3361
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,J44.1,Chronic obstructive pulmonary disease with (acute) exacerbation,3357
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,R00.1,"Bradycardia, unspecified",3345
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,B96.20,Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,3344
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,G62.9,"Polyneuropathy, unspecified",3344
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Y84.8,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",3343
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,303.90,"Other and unspecified alcohol dependence, unspecified",3336
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,R10.31,Right lower quadrant pain,3316
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,I50.23,Acute on chronic systolic (congestive) heart failure,3310
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,787.20,"Dysphagia, unspecified",3279
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,F10.10,"Alcohol abuse, uncomplicated",3272
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,553.3,Diaphragmatic hernia without mention of obstruction or gangrene,3269
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,R65.21,Severe sepsis with septic shock,3264
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,723.1,Cervicalgia,3252
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,E83.39,Other disorders of phosphorus metabolism,3251
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,I95.1,Orthostatic hypotension,3240
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,729.89,Other musculoskeletal symptoms referable to limbs,3217
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,V43.3,Heart valve replaced by other means,3203
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,M54.2,Cervicalgia,3191
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,411.1,Intermediate coronary syndrome,3185
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,E812.0,Other motor vehicle traffic accident involving collision with motor vehicle injuring driver of motor vehicle other than motorcycle,3183
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,294.10,Dementia in conditions classified elsewhere without behavioral disturbance,3179
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,584.5,Acute kidney failure with lesion of tubular necrosis,3179
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,E880.9,Accidental fall on or from other stairs or steps,3168
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,558.9,Other and unspecified noninfectious gastroenteritis and colitis,3164
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,298.9,Unspecified psychosis,3159
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,V42.0,Kidney replaced by transplant,3153
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,291.81,Alcohol withdrawal,3142
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Z68.41,"Body mass index (BMI) 40.0-44.9, adult",3130
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,K76.6,Portal hypertension,3110
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,I35.0,Nonrheumatic aortic (valve) stenosis,3099
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,R00.2,Palpitations,3098
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,250.80,"Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled",3081
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,783.21,Loss of weight,3067
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,V45.02,Automatic implantable cardiac defibrillator in situ,3049
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,332.0,Paralysis agitans,3047
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,263.9,Unspecified protein-calorie malnutrition,3042
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,780.09,Other alteration of consciousness,3041
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,583.81,"Nephritis and nephropathy, not specified as acute or chronic, in diseases classified elsewhere",3011
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,707.03,"Pressure ulcer, lower back",3007
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,789.01,"Abdominal pain, right upper quadrant",2987
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,E917.9,Other accident caused by striking against or being struck accidentally by objects or persons,2986
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,V66.7,Encounter for palliative care,2979
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,719.46,"Pain in joint, lower leg",2970
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,493.92,"Asthma, unspecified type, with (acute) exacerbation",2958
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,198.3,Secondary malignant neoplasm of brain and spinal cord,2949
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Z99.81,Dependence on supplemental oxygen,2942
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,427.1,Paroxysmal ventricular tachycardia,2940
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,F05,Delirium due to known physiological condition,2931
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,V46.2,"Other dependence on machines, supplemental oxygen",2931
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,719.41,"Pain in joint, shoulder region",2929
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,415.19,Other pulmonary embolism and infarction,2918
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,664.11,"Second-degree perineal laceration, delivered, with or without mention of antepartum condition",2912
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,331.0,Alzheimer's disease,2911
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,788.30,"Urinary incontinence, unspecified",2910
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,V49.87,Physical restraints status,2895
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,781.2,Abnormality of gait,2890
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,585.4,"Chronic kidney disease, Stage IV (severe)",2873
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,V58.11,Encounter for antineoplastic chemotherapy,2873
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,785.1,Palpitations,2859
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,560.9,Unspecified intestinal obstruction,2846
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,571.8,Other chronic nonalcoholic liver disease,2838
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,560.1,Paralytic ileus,2831
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,041.49,Other and unspecified Escherichia coli [E. coli],2826
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,434.91,"Cerebral artery occlusion, unspecified with cerebral infarction",2821
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,349.82,Toxic encephalopathy,2820
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,I47.1,Supraventricular tachycardia,2816
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,D63.8,Anemia in other chronic diseases classified elsewhere,2806
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,I34.0,Nonrheumatic mitral (valve) insufficiency,2796
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,250.50,"Diabetes with ophthalmic manifestations, type II or unspecified type, not stated as uncontrolled",2788
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,413.9,Other and unspecified angina pectoris,2787
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,J69.0,Pneumonitis due to inhalation of food and vomit,2785
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,433.10,Occlusion and stenosis of carotid artery without mention of cerebral infarction,2782
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,W01.0XXA,"Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter",2780
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,518.89,"Other diseases of lung, not elsewhere classified",2779
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,R10.11,Right upper quadrant pain,2778
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,V45.72,Acquired absence of intestine (large) (small),2770
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,438.89,Other late effects of cerebrovascular disease,2766
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,E46,Unspecified protein-calorie malnutrition,2762
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Z72.0,Tobacco use,2761
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,564.09,Other constipation,2756
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,555.9,Regional enteritis of unspecified site,2754
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,294.8,Other persistent mental disorders due to conditions classified elsewhere,2741
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,782.1,Rash and other nonspecific skin eruption,2740
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,E934.2,Anticoagulants causing adverse effects in therapeutic use,2718
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,E83.42,Hypomagnesemia,2717
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,414.8,Other specified forms of chronic ischemic heart disease,2717
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,465.9,Acute upper respiratory infections of unspecified site,2717
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,564.1,Irritable bowel syndrome,2712
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,592.0,Calculus of kidney,2712
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,I27.20,"Pulmonary hypertension, unspecified",2704
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,250.01,"Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled",2695
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,789.03,"Abdominal pain, right lower quadrant",2688
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,L03.116,Cellulitis of left lower limb,2669
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,535.50,"Unspecified gastritis and gastroduodenitis, without mention of hemorrhage",2667
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,R06.02,Shortness of breath,2665
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,V04.81,Need for prophylactic vaccination and inoculation against influenza,2665
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,N40.1,Enlarged prostate with lower urinary tract symptoms,2658
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,600.01,Hypertrophy (benign) of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS),2656
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,303.91,"Other and unspecified alcohol dependence, continuous",2634
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,648.93,"Other current conditions classifiable elsewhere of mother, antepartum condition or complication",2633
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,R79.1,Abnormal coagulation profile,2629
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,E878.0,"Surgical operation with transplant of whole organ causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",2617
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,I26.99,Other pulmonary embolism without acute cor pulmonale,2616
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,348.5,Cerebral edema,2607
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Z92.3,Personal history of irradiation,2604
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Z68.1,"Body mass index (BMI) 19 or less, adult",2602
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,268.9,Unspecified vitamin D deficiency,2602
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,R10.32,Left lower quadrant pain,2600
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,591,Hydronephrosis,2569
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,Y83.2,"Surgical operation with anastomosis, bypass or graft as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",2568
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,729.81,Swelling of limb,2561
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,E11.51,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,2560
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,576.2,Obstruction of bile duct,2552
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,079.99,Unspecified viral infection,2550
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,I25.5,Ischemic cardiomyopathy,2544
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,M79.89,Other specified soft tissue disorders,2532
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,I48.2,Chronic atrial fibrillation,2518
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,N17.0,Acute kidney failure with tubular necrosis,2514
Condition.code,http://hl7.org/fhir/sid/icd-10-cm,I27.2,Other secondary pulmonary hypertension,2511
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,275.3,Disorders of phosphorus metabolism,2508
Condition.code,http://hl7.org/fhir/sid/icd-9-cm,250.02,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled",2505
