mimic_code,mimic_display,snomed_code,snomed_display,comment,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
00000501,Vaginal Estrogens,,,code-search proposed 713269007 'Conjugated estrogen-containing product in vaginal dose form' at 0.82 but that code is not a member of SNOMED CT <<105590001.,713269007,Conjugated estrogen-containing product in vaginal dose form,0.82,out-of-constraint,Only candidate capturing both estrogen and vaginal route; adds 'conjugated' specificity
00000503,Vaginal Progestins,419430000,Synthetic progestogen,,419430000,Synthetic progestogen,0.85,ok,Progestin synonym; vaginal is route qualifier
00000504,Vaginal Products Miscellaneous,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00000508,Urinary Acidifier - Phosphates,,,"code-search proposed 116124008 'Monobasic sodium phosphate' at 0.60, below the 0.8 threshold.",116124008,Monobasic sodium phosphate,0.60,below-threshold,Acid phosphate salt used as urinary acidifier; closest substance match
00000511,Urinary Alkalinizer - Citrates,,,"code-search proposed 59351004 'Citrate' at 0.75, below the 0.8 threshold.",59351004,Citrate,0.75,below-threshold,Citrates as urinary alkalinizer; generic Citrate substance best captures class
00000512,Urinary Analgesics,,,"code-search proposed 15785009 'Phenazopyridine' at 0.75, below the 0.8 threshold.",15785009,Phenazopyridine,0.75,below-threshold,Prototypical urinary analgesic; no class-level code exists
00000514,Interstitial Cystitis Agents,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00000515,Kidney Stone Agents,386103008,Renal stone,,386103008,Renal stone,0.80,ok,Substance matching kidney stone; 'agents' interpreted as substance
00000516,G.U. Irrigants,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 6 tool call(s)
00000517,G.U. Irrigants - Anti-infective,373249005,Anti-infective agent,,373249005,Anti-infective agent,0.85,ok,Category match; GU irrigant qualifier not coded in substance hierarchy
00000521,Prostatic Hypertrophy Agent - alpha-1-Adrenoceptor Antagonists,372842000,Alpha-1 adrenergic receptor antagonist,,372842000,Alpha-1 adrenergic receptor antagonist,0.85,ok,FSN matches alpha-1 adrenoceptor antagonist mechanism of action
00000523,Antianxiety Agent - Benzodiazepines,372664007,Benzodiazepine,,372664007,Benzodiazepine,0.85,ok,FSN matches substance class; antianxiety qualifier not separately coded
00000527,Antidepressant - Alpha-2 Receptor Antagonists (NaSSA),,,"code-search proposed 372576002 'Tetracyclic antidepressant' at 0.75, below the 0.8 threshold.",372576002,Tetracyclic antidepressant,0.75,below-threshold,"NaSSA class (mirtazapine/mianserin) are tetracyclics; no NaSSA concept exists, broader class matches"
00000530,Antidepressant - Selective Serotonin Reuptake Inhibitors (SSRIs),373225007,Selective serotonin re-uptake inhibitor,,373225007,Selective serotonin re-uptake inhibitor,0.95,ok,FSN matches SSRIs exactly; 'antidepressant' is inherent qualifier
00000535,Antipsychotic - Butyrophenone Derivatives,764414000,Butyrophenone derivative,,764414000,Butyrophenone derivative,0.90,ok,FSN matches the butyrophenone derivative class
00000536,Antipsychotic - Atypical Dopamine-Serotonin Antag-Dibenzodiazepine Der,387568001,Clozapine,,387568001,Clozapine,0.80,ok,"Atypical antipsychotic, dopamine-serotonin antagonist, dibenzodiazepine derivative — describes clozapine"
00000542,Sedative-Hypnotic - Barbiturates,372615004,Barbiturate sedative,,372615004,Barbiturate sedative,0.90,ok,Captures barbiturate class used as sedative-hypnotic
00000544,Sedative-Hypnotic - Benzodiazepines,372616003,Benzodiazepine sedative,,372616003,Benzodiazepine sedative,0.85,ok,Captures benzodiazepine + sedative; closest to 'sedative-hypnotic benzodiazepines'
00000545,Sedative-Hypnotic - GABA-Receptor Modulators,767566000,Gamma-aminobutyric acid receptor agonist,,767566000,Substance with gamma-aminobutyric acid receptor agonist mechanism of action,0.80,ok,GABA-receptor modulator substance; sedative-hypnotic qualifier not separately coded
00000546,Sedative-Hypnotic - Antihistamines,439304005,Hypnotic AND/OR sedative,,439304005,Hypnotic AND/OR sedative,0.80,ok,Primary concept: sedative-hypnotic class
00000550,CNS Stimulant - Amphetamines,412035000,Amphetamine and/or amphetamine derivative,,412035000,Amphetamine and/or amphetamine derivative,0.85,ok,FSN captures amphetamine class substance; CNS stimulant qualifier implied
00000551,CNS Stimulant - Amphetamine Combinations,,,"code-search proposed 412035000 'Amfetamine and/or amfetamine derivative' at 0.50, below the 0.8 threshold.",412035000,Amfetamine and/or amfetamine derivative,0.50,below-threshold,Closest broader match for amphetamine combination class
00000552,Anorexiants,373335004,Centrally acting appetite suppressant,,373335004,Centrally acting appetite suppressant,0.82,ok,Anorexiants = appetite suppressants; matches class concept
00000553,Anorexiant Combinations,,,"code-search proposed 373335004 'Centrally acting appetite suppressant' at 0.60, below the 0.8 threshold.",373335004,Centrally acting appetite suppressant,0.60,below-threshold,Closest broader class; no combination concept exists
00000556,Anti-Obesity - Fat Absorption Decreasing Agents,,,"code-search proposed 387007000 'Orlistat' at 0.75, below the 0.8 threshold.",387007000,Orlistat,0.75,below-threshold,Orlistat is the fat absorption decreasing anti-obesity agent
00000559,CNS Stimulant - Analeptics,372620004,Central stimulant,,372620004,Central stimulant,0.85,ok,Central stimulant matches CNS stimulant/analeptic meaning
00000561,"Attention Deficit-Hyperactivity (ADHD) Therapy, Stimulant-Type",,,"code-search proposed 372620004 'Central stimulant' at 0.75, below the 0.8 threshold.",372620004,Central stimulant,0.75,below-threshold,"Stimulant-type substance class for ADHD; general category, no overstepping"
00000564,Alzheimer's Disease Therapy - Cholinesterase Inhibitors,771384007,Acetylcholinesterase inhibitor,,771384007,Acetylcholinesterase inhibitor,0.85,ok,Cholinesterase inhibitor class; Alzheimer's context is qualifier
00000570,Alcohol Deterrents,,,"code-search proposed 387212009 'Disulfiram' at 0.75, below the 0.8 threshold.",387212009,Disulfiram,0.75,below-threshold,Prototypical alcohol deterrent; no class concept exists
00000571,"Agents for Opioid Withdrawal, Opioid-Type",,,"code-search proposed 387286002 'Methadone' at 0.70, below the 0.8 threshold.",387286002,Methadone,0.70,below-threshold,Prototypical opioid-type agent used for opioid withdrawal
00000575,Salicylate Analgesics,255637000,Salicylate,,255637000,Salicylate,0.80,ok,Salicylate class captures the substance; analgesic qualifier not separately coded
00000577,Analgesic or Antipyretic Non-Opioid,373216001,Non-opioid analgesic,,373216001,Non-opioid analgesic,0.80,ok,"Closest match; covers non-opioid analgesic, antipyretic aspect not separately coded"
00000580,Analgesic or Antipyretic Non-Opioid/Sedative Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 10 tool call(s)
00000583,Analgesic Opioid Agonists,404642006,Opioid receptor agonist,,404642006,Opioid receptor agonist,0.85,ok,FSN matches opioid agonist; analgesic aspect implied
00000584,Analgesic Opioid Partial-Mixed Agonists,373711007,Opioid receptor partial agonist,,373711007,Opioid receptor partial agonist,0.90,ok,Class concept matches partial-mixed opioid agonist; specific drugs are narrower
00000585,Opioid Reversal Agents - Opioid Antagonists,372656001,Opioid receptor antagonist,,372656001,Opioid receptor antagonist,0.85,ok,FSN matches opioid antagonist mechanism exactly
00000587,Analgesic Opioid Codeine Combinations,,,"code-search proposed 387494007 'Codeine' at 0.70, below the 0.8 threshold.",387494007,Codeine,0.70,below-threshold,Codeine is the opioid analgesic substance named; no combination-product code exists in this substance VS.
00000589,Analgesic Opioid Hydrocodone Combinations,,,"code-search proposed 372671002 'Hydrocodone' at 0.62, below the 0.8 threshold.",372671002,Hydrocodone,0.62,below-threshold,"Input is combination product; substance VS best matches core ingredient hydrocodone, an opioid analgesic"
00000590,Analgesic Opioid Propoxyphene Combinations,,,code-search proposed 117005003 'Dextropropoxyphene (medicinal product)' at 0.80 but that code is not a member of SNOMED CT <<105590001.,117005003,Dextropropoxyphene (medicinal product),0.80,out-of-constraint,Propoxyphene-containing product matches the opioid analgesic propoxyphene
00000598,DMARD - Gold Compounds,90618003,Gold compound,,90618003,Gold compound,0.90,ok,FSN 'Gold compound' matches DMARD gold compounds exactly
00000599,DMARD - Antimetabolites,372785000,Antimetabolite,,372785000,Antimetabolite,0.85,ok,Antimetabolite substance class matches; DMARD is a therapeutic qualifier
00000600,DMARD - Pyrimidine Synthesis Inhibitors,,,"code-search proposed 386981009 'Leflunomide' at 0.70, below the 0.8 threshold.",386981009,Leflunomide,0.70,below-threshold,Leflunomide is the pyrimidine synthesis inhibitor DMARD; class input maps to specific drug
00000601,DMARD - Anti-inflammatory Tumor Necrosis Factor Inhibiting Agents,420693002,Tumour necrosis factor alpha inhibitor,,420693002,Tumour necrosis factor alpha inhibitor,0.90,ok,FSN matches TNF alpha inhibitor class; DMARD qualifier unstated but concept matches
00000607,Migraine Therapy - Analgesic-Vasoconstrictors,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 10 tool call(s)
00000608,Migraine Therapy - Ergot Combinations,32824001,Ergot alkaloid,,32824001,Ergot alkaloid,0.80,ok,Broadest substance match for migraine ergot therapy class
00000610,Hyperuricemia Therapy - Uricosurics,372758007,Uricosuric agent,,372758007,Uricosuric agent,0.85,ok,FSN 'Uricosuric agent (substance)' exactly matches the uricosurics class for hyperuricemia therapy
00000613,Local Anesthetic - Amides,1354705008,Amide local anaesthetic,,1354705008,Amide local anaesthetic,0.81,ok,
00000625,Anticonvulsant - Barbiturates and Derivatives,372618002,Barbiturate antiseizure medication,,372618002,Barbiturate antiseizure medication,0.85,ok,FSN 'Barbiturate antiepileptic' matches anticonvulsant barbiturate class
00000626,Anticonvulsant - Carbamates,406748003,Carbamate,,406748003,Carbamate,0.80,ok,Carbamate substance captures the class; anticonvulsant is a qualifier
00000628,Anticonvulsant - Hydantoins,439255000,Hydantoin derivative antiseizure medication,,439255000,Hydantoin derivative antiseizure medication,0.95,ok,FSN matches hydantoin anticonvulsant class exactly
00000630,Anticonvulsant - Succinimides,372837008,Succinimide,,372837008,Succinimide,0.85,ok,Succinimide is the anticonvulsant class matching the input
00000631,Anticonvulsant - Carboxylic Acid Derivatives,,,"code-search proposed 767530001 'Carboxylic acid and/or carboxylic acid derivative' at 0.70, below the 0.8 threshold.",767530001,Carboxylic acid and/or carboxylic acid derivative,0.70,below-threshold,Captures carboxylic acid derivative class; anticonvulsant is a use qualifier
00000635,Antiparkinson Therapy - Anticholinergic Agents,372783007,Antiparkinsonian agent,,372783007,Antiparkinsonian agent,0.80,ok,Closest broader match for anticholinergic antiparkinson class
00000637,Antiparkinson Adjuvant - Central/Peripheral COMT Inhibitors,372646000,Catechol-O-methyltransferase inhibitor,,372646000,Substance with catechol-O-methyltransferase inhibitor mechanism of action,0.85,ok,COMT inhibitor class substance matches the drug class
00000638,Antiparkinson Adjuvant - Peripheral COMT Inhibitors,,,"code-search proposed 387018000 'Entacapone' at 0.50, below the 0.8 threshold.",387018000,Entacapone,0.50,below-threshold,Prototypical peripheral COMT inhibitor; no class-level code exists
00000647,ALS Agents - Benzathiazoles,422377009,Benzothiazole,,422377009,Benzothiazole,0.80,ok,Chemical class matches; ALS indication unstated in substance code
00000649,Skeletal Muscle Relaxant - Central Muscle Relaxants,372666009,Skeletal muscle relaxant,,372666009,Skeletal muscle relaxant (substance),0.95,ok,FSN matches input category exactly
00000650,Skeletal Muscle Relaxant - Direct Muscle Relaxants,372666009,Skeletal muscle relaxant,,372666009,Skeletal muscle relaxant,0.85,ok,Broad category matches; 'direct' qualifier has no distinct code
00000652,Musculoskeletal Therapy Agent - Viscosupplements,38218009,Hyaluronic acid,,38218009,Hyaluronic acid,0.85,ok,Viscosupplements are hyaluronic acid-based agents; substance type matches
00000659,"Vitamins - B-1, Thiamine and Derivatives",259659006,Thiamine,,259659006,Thiamine,0.85,ok,"FSN matches B-1/Thiamine; captures core meaning, though 'derivatives' not separately coded"
00000660,"Vitamins - B-2, Riboflavin and Derivatives",787920005,Vitamin B2 and/or vitamin B2 derivative,,787920005,Vitamin B2 and/or vitamin B2 derivative,0.95,ok,"FSN matches 'Vitamins B-2, Riboflavin and Derivatives' exactly"
00000661,"Vitamins - B-3, Niacin and Derivatives",,,code-search proposed 1074091000168101 'Vitamin B3' at 0.85 but that concept is inactive or outside the SNOMED CT international core module.,1074091000168101,Vitamin B3,0.85,gate-failed,Primary concept in group 'B-3'
00000662,"Vitamins - B-5, Pantothenic Acid and Derivatives",86431009,Pantothenic acid,,86431009,Pantothenic acid,0.85,ok,FSN Pantothenic acid matches B-5/Pantothenic acid substance
00000663,"Vitamins - B-6, Pyridoxine and Derivatives",787967009,Vitamin B6 and/or vitamin B6 derivative,,787967009,Vitamin B6 and/or vitamin B6 derivative (substance),0.95,ok,FSN matches B-6 pyridoxine and derivatives exactly
00000664,Vitamins - Biotin,8919000,Biotin,,8919000,Biotin,0.85,ok,FSN Biotin (substance) matches; synonymous with Vitamin B7
00000667,"Vitamins - C, Ascorbic Acid and Derivatives",787952005,Vitamin C and/or vitamin C derivative,,787952005,Vitamin C and/or vitamin C derivative,0.85,ok,FSN captures Vitamin C and derivatives exactly
00000669,Vitamins - A,,,"code-search proposed 82622003 'Vitamin A' at 0.77, below the 0.8 threshold.",82622003,Vitamin A,0.77,below-threshold,
00000670,Vitamins - D Derivatives,30178006,Vitamin D and/or vitamin D derivative,,30178006,Vitamin D and/or vitamin D derivative,0.95,ok,FSN matches input exactly
00000671,Vitamins - E,37237003,Tocopherol,,37237003,Tocopherol,0.85,ok,FSN 'Vitamin E and/or vitamin E derivative' matches Vitamin E
00000672,"Vitamins - K, Phytonadione and Derivatives",65183007,Vitamin K and/or vitamin K derivative,,65183007,Vitamin K and/or vitamin K derivative (substance),0.92,ok,FSN captures the Vitamin K and derivatives category requested
