mimic_code,mimic_display,target_system,target_code,target_display,comment,method,join_rung,query,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
AMIT10,Amitriptyline HCl,http://www.nlm.nih.gov/research/umls/rxnorm,203168,amitriptyline hydrochloride,,term-join,Q2-salt,Amitriptyline HCl,,,,not-needed,
AMIT25,Amitriptyline HCl,http://www.nlm.nih.gov/research/umls/rxnorm,203168,amitriptyline hydrochloride,,term-join,Q2-salt,Amitriptyline HCl,,,,not-needed,
AMIT50,Amitriptyline HCl,http://www.nlm.nih.gov/research/umls/rxnorm,203168,amitriptyline hydrochloride,,term-join,Q2-salt,Amitriptyline HCl,,,,not-needed,
AMLO1L,amLODIPine Suspension Conc: 1 mg / mL,http://www.nlm.nih.gov/research/umls/rxnorm,2184120,amLODIPine 1 MG/mL Oral Suspension,,code-search,,amLODIPine Suspension Conc: 1 mg / mL,2184120,amLODIPine 1 MG/mL Oral Suspension,0.95,ok,FSN matches input exactly
AMLO25,Amlodipine 2.5mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,308136,amLODIPine besylate 2.5 MG Oral Tablet,,code-search,,Amlodipine 2.5mg Tablet,308136,amLODIPine besylate 2.5 MG Oral Tablet,0.85,ok,Plain amlodipine 2.5mg oral tablet matches input
AMLO5,Amlodipine 5mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,197361,amLODIPine besylate 5 MG Oral Tablet,,code-search,,Amlodipine 5mg Tablet,197361,amLODIPine besylate 5 MG Oral Tablet,0.90,ok,Single-ingredient amlodipine 5mg oral tablet matches input
AMOX1000L,AMOXicillin Oral Susp.,http://snomed.info/sct,778317004,Amoxicillin only product in oral dose form,,code-search,,AMOXicillin Oral Susp.,778317004,Amoxicillin only product in oral dose form,0.85,ok,"Input specifies no strength; specific-strength candidates overstep, parent captures amoxicillin oral form"
AMOX250,AMOXicillin Oral Susp.,http://snomed.info/sct,778317004,Amoxicillin only product in oral dose form,,code-search,,AMOXicillin Oral Susp.,778317004,Amoxicillin only product in oral dose form,0.85,ok,"Input specifies no strength; specific-strength candidates overstep, parent captures amoxicillin oral form"
AMOX500L,AMOXicillin Oral Susp.,http://snomed.info/sct,778317004,Amoxicillin only product in oral dose form,,code-search,,AMOXicillin Oral Susp.,778317004,Amoxicillin only product in oral dose form,0.85,ok,"Input specifies no strength; specific-strength candidates overstep, parent captures amoxicillin oral form"
AMOX50L,AMOXicillin Oral Susp.,http://snomed.info/sct,778317004,Amoxicillin only product in oral dose form,,code-search,,AMOXicillin Oral Susp.,778317004,Amoxicillin only product in oral dose form,0.85,ok,"Input specifies no strength; specific-strength candidates overstep, parent captures amoxicillin oral form"
AMOX875L,AMOXicillin Oral Susp.,http://snomed.info/sct,778317004,Amoxicillin only product in oral dose form,,code-search,,AMOXicillin Oral Susp.,778317004,Amoxicillin only product in oral dose form,0.85,ok,"Input specifies no strength; specific-strength candidates overstep, parent captures amoxicillin oral form"
AMP1/100MBP,Ampicillin Sodium 1 g / 100 mL 0.9% Sodium Chloride (Mini Bag Plus),http://www.nlm.nih.gov/research/umls/rxnorm,81953,ampicillin sodium,,code-search,,Ampicillin Sodium 1 g / 100 mL 0.9% Sodium Chloride,81953,ampicillin sodium,0.85,ok,FSN matches active ingredient; concentration/diluent are qualifiers
AMP1/100N,Ampicillin Sodium 1 g / 100 mL 0.9% Sodium Chloride  (Mini Bag or Compound),http://www.nlm.nih.gov/research/umls/rxnorm,81953,ampicillin sodium,,code-search,,Ampicillin Sodium 1 g / 100 mL 0.9% Sodium Chloride,81953,ampicillin sodium,0.85,ok,FSN matches active ingredient; concentration/diluent are qualifiers
AMP1I,Ampicillin Sodium 1 g Vial,http://www.nlm.nih.gov/research/umls/rxnorm,1721475,ampicillin 1 GM Injection,,code-search,,Ampicillin Sodium 1 g Vial,1721475,ampicillin 1 GM Injection,0.90,ok,Ampicillin 1 g matches; vial form vs injection
AMP2/100N,Ampicillin Sodium 2 g / 100 mL 0.9% Sodium Chloride   (Mini-bag Plus),http://www.nlm.nih.gov/research/umls/rxnorm,1721476,ampicillin 2 GM Injection,,code-search,,Ampicillin Sodium 2 g / 100 mL 0.9% Sodium Chloride,1721476,ampicillin 2 GM Injection,0.85,ok,Primary drug/dose matches; diluent coded separately
AMP2I,Ampicillin Sodium 2g Vial,http://www.nlm.nih.gov/research/umls/rxnorm,1721476,ampicillin 2 GM Injection,,code-search,,Ampicillin Sodium 2g Vial,1721476,ampicillin 2 GM Injection,0.90,ok,Ampicillin 2g vial matches ampicillin 2 GM injection
AMPDESEN2,Ampicillin Desensitization 200 mg / 100 mL0.9% Sodium Chloride (Solution 2) - Doses 2.5 mg - 20 mg,http://snomed.info/sct,387170002,Ampicillin,,code-search,,Ampicillin Desensitization 200 mg / 100 mL0.9% Sodium Chloride (Solution 2) - Doses 2.5 mg - 20 mg,387170002,Ampicillin,0.80,ok,Core clinical referent is ampicillin; formulation/dose are qualifiers
AMPDESEN3,Ampicillin Desensitization 2000 mg / 100 mL0.9% Sodium Chloride (Solution 3) - Doses 50 mg - 1610.65 mg,http://www.nlm.nih.gov/research/umls/rxnorm,733,ampicillin,,code-search,,Ampicillin Desensitization 2000 mg / 100 mL0.9% Sodium Chloride (Solution 3) - Doses 50 mg - 1610.65 mg,733,ampicillin,0.80,ok,Ingredient ampicillin; desensitization/dose are administration context
AMPH0.1OPH,Amphotericin B Ophth Soln 0.1% 10 mL Dropper Btl,http://www.nlm.nih.gov/research/umls/rxnorm,732,amphotericin B,,code-search,,Amphotericin B Ophth Soln 0.1% 10 mL Dropper Btl,732,amphotericin B,0.80,ok,"Ingredient-level VS; matches active ingredient, formulation details not coded"
AMPH1L,Amphotericin B Oral Suspension Conc: 1 mg / mL,http://www.nlm.nih.gov/research/umls/rxnorm,732,amphotericin B,,code-search,,Amphotericin B Oral Suspension Conc: 1 mg / mL,732,amphotericin B,0.85,ok,Base medication concept; formulation/concentration are qualifiers
AMPI2/100MBP,Ampicillin Sodium 2 g / 100 mL 0.9% Sodium Chloride (Mini Bag Plus) ___,http://www.nlm.nih.gov/research/umls/rxnorm,1721476,ampicillin 2 GM Injection,,code-search,,Ampicillin Sodium 2 g / 100 mL 0.9% Sodium Chloride,1721476,ampicillin 2 GM Injection,0.85,ok,Primary drug/dose matches; diluent coded separately
AMPI2/100VMA,Ampicillin Sodium 2 g / 100 mL 0.9% Sodium Chloride (Vial-Mate Adaptor)___,http://www.nlm.nih.gov/research/umls/rxnorm,1721476,ampicillin 2 GM Injection,,code-search,,Ampicillin Sodium 2 g / 100 mL 0.9% Sodium Chloride,1721476,ampicillin 2 GM Injection,0.85,ok,Primary drug/dose matches; diluent coded separately
AMPI250,AMPicillin 250 mg Cap,http://www.nlm.nih.gov/research/umls/rxnorm,313800,ampicillin 250 MG Oral Capsule,,code-search,,AMPicillin 250 mg Cap,313800,ampicillin 250 MG Oral Capsule,0.97,ok,FSN matches input exactly
AMPI500,AMPicillin 500 mg Cap,http://www.nlm.nih.gov/research/umls/rxnorm,308212,ampicillin 500 MG Oral Capsule,,code-search,,AMPicillin 500 mg Cap,308212,ampicillin 500 MG Oral Capsule,0.95,ok,FSN matches input: ampicillin 500 mg capsule
AMPI500L,AMPicillin Suspension 500 mg / 10 mL Oral Syringe,http://www.nlm.nih.gov/research/umls/rxnorm,308210,ampicillin 250 MG in 5 mL Oral Suspension,,code-search,,AMPicillin Suspension 500 mg / 10 mL Oral Syringe,308210,ampicillin 250 MG in 5 mL Oral Suspension,0.85,ok,500mg/10mL = 50mg/mL ampicillin oral suspension; exact match
ANAK100I,Kineret,http://www.nlm.nih.gov/research/umls/rxnorm,352734,Kineret,,term-join,Q1-exact,Kineret,,,,not-needed,
ANAS0.5HT,Anastrozole *NF* 0.5 mg Half Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,84857,anastrozole,,code-search,,Anastrozole 0.5 mg Half Tablet,84857,anastrozole,0.85,ok,Base medication concept; dose/form are qualifiers
ANAS1,*NF* Anastrozole 1mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,199224,anastrozole 1 MG Oral Tablet,,code-search,,Anastrozole 1mg Tablet,199224,anastrozole 1 MG Oral Tablet,0.95,ok,FSN matches input exactly
ANASPWD1,Anastrozole 1 mg Crushed Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,199224,anastrozole 1 MG Oral Tablet,,code-search,,Anastrozole 1 mg Crushed Tablet,199224,anastrozole 1 MG Oral Tablet,0.85,ok,Closest match; crushed is preparation method not captured
ANDEX400BOL,ANDEX400BOL,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,ANDEX400BOL,,,,no-label,
ANDEX480DRIP,ANDEX480DRIP,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,ANDEX480DRIP,,,,no-label,
ANGI2.5NS250,ANGI2.5NS250,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,ANGI2.5NS250,,,,no-label,
ANHC25R,Hydrocortisone Acetate Suppository 25MG SUPP.,http://www.nlm.nih.gov/research/umls/rxnorm,1291082,hydrocortisone acetate 25 MG Rectal Suppository,,code-search,,Hydrocortisone Acetate Suppository 25MG SUPP.,1291082,hydrocortisone acetate 25 MG Rectal Suppository,0.97,ok,FSN matches input exactly
ANUS1O,Tucks Hemorrhoidal Oint 1% 1 oz Tube,http://www.nlm.nih.gov/research/umls/rxnorm,605652,Tucks Hemorrhoidal,,code-search,,Tucks Hemorrhoidal Oint 1% 1 oz Tube,605652,Tucks Hemorrhoidal,0.80,ok,Brand match for Tucks hemorrhoidal product
ANUSHC,Proctozone-HC,http://www.nlm.nih.gov/research/umls/rxnorm,285086,Proctozone HC,,code-search,,Proctozone-HC,285086,Proctozone HC,0.85,ok,Brand name matches search text exactly
APAP500,Tylenol,http://www.nlm.nih.gov/research/umls/rxnorm,202433,Tylenol,,term-join,Q1-exact,Tylenol,,,,not-needed,
APIX2.5,Apixaban 2.5 MG TABLET,http://www.nlm.nih.gov/research/umls/rxnorm,1364435,apixaban 2.5 MG Oral Tablet,,code-search,,Apixaban 2.5 MG TABLET,1364435,apixaban 2.5 MG Oral Tablet,0.98,ok,FSN matches input exactly
APIX5,Apixaban 5 MG TABLET,http://www.nlm.nih.gov/research/umls/rxnorm,1364445,apixaban 5 MG Oral Tablet,,code-search,,Apixaban 5 MG TABLET,1364445,apixaban 5 MG Oral Tablet,0.98,ok,FSN matches input exactly
APRA5OS,Apraclonidine 0.5% 5mL Bottle,http://www.nlm.nih.gov/research/umls/rxnorm,308345,apraclonidine HCl 0.5 % Ophthalmic Solution,,code-search,,Apraclonidine 0.5% 5mL Bottle,308345,apraclonidine HCl 0.5 % Ophthalmic Solution,0.85,ok,FSN matches apraclonidine 0.5% ophthalmic solution; bottle size not coded
APRE80,Aprepitant 80mg Capsule,http://www.nlm.nih.gov/research/umls/rxnorm,403810,aprepitant 80 MG Oral Capsule,,code-search,,Aprepitant 80mg Capsule,403810,aprepitant 80 MG Oral Capsule,0.98,ok,FSN matches input exactly
AQUA400O,"petrolatum, white-water",http://www.nlm.nih.gov/research/umls/rxnorm,8091,petrolatum,,code-search,,"petrolatum, white-water",8091,petrolatum,0.85,ok,Base ingredient; 'white' is a non-coded qualifier
ARAGA250NS,Argatroban 250 mg / 250 mL 0.9% Sodium Chloride,http://www.nlm.nih.gov/research/umls/rxnorm,1804738,argatroban 250 MG in 250 ML Injection,,code-search,,Argatroban 250 mg / 250 mL 0.9% Sodium Chloride,1804738,argatroban 250 MG in 250 ML Injection,0.90,ok,Matches argatroban 250mg in 250mL; NaCl is diluent
ARGA50I,argatroban in 0.9 % sod chlor,http://www.nlm.nih.gov/research/umls/rxnorm,15202,argatroban,,code-search,,argatroban in 0.9 % sod chlor,15202,argatroban,0.80,ok,Primary drug; no combined argatroban/NaCl product exists
ARIP10,Aripiprazole 10mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,349545,ARIPiprazole 10 MG Oral Tablet,,code-search,,Aripiprazole 10mg Tablet,349545,ARIPiprazole 10 MG Oral Tablet,0.95,ok,FSN matches input exactly
ARIP15,ARIPiprazole 15 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,349490,ARIPiprazole 15 MG Oral Tablet,,code-search,,ARIPiprazole 15 mg Tablet,349490,ARIPiprazole 15 MG Oral Tablet,0.95,ok,FSN matches input exactly
ARIP1L,ARIPiprazole Oral Soln Conc: 1 mg / 1 mL,http://www.nlm.nih.gov/research/umls/rxnorm,485496,ARIPiprazole 1 MG in 1 mL Oral Solution,,code-search,,ARIPiprazole Oral Soln Conc: 1 mg / 1 mL,485496,ARIPiprazole 1 MG in 1 mL Oral Solution,0.95,ok,FSN matches input exactly
ARIP2,Aripiprazole 2mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,602964,ARIPiprazole 2 MG Oral Tablet,,code-search,,Aripiprazole 2mg Tablet,602964,ARIPiprazole 2 MG Oral Tablet,0.97,ok,FSN matches input exactly
ARIP400I,ARIPiprazole Extended Release,http://snomed.info/sct,406784005,Aripiprazole,,code-search,,ARIPiprazole Extended Release,406784005,Aripiprazole,0.85,ok,"Substance VS; extended release is dose form qualifier, substance is Aripiprazole"
ARIP5,ARIPiprazole 5 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,402131,ARIPiprazole 5 MG Oral Tablet,,code-search,,ARIPiprazole 5 mg Tablet,402131,ARIPiprazole 5 MG Oral Tablet,0.95,ok,FSN matches input exactly
ARTI3.5O,White Petrolatum-Mineral Oil,http://www.nlm.nih.gov/research/umls/rxnorm,691286,mineral oil / petrolatum,,code-search,,White Petrolatum-Mineral Oil,691286,mineral oil / petrolatum,0.90,ok,FSN matches input; no concentration specified
ARTTS,Polyvinyl Alcohol,http://www.nlm.nih.gov/research/umls/rxnorm,8570,polyvinyl alcohol,,term-join,Q1-exact,Polyvinyl Alcohol,,,,not-needed,
ASA300R,Aspirin (Rectal) 300mg Suppository,http://www.nlm.nih.gov/research/umls/rxnorm,198464,aspirin 300 MG Rectal Suppository,,code-search,,Aspirin (Rectal) 300mg Suppository,198464,aspirin 300 MG Rectal Suppository,0.92,ok,
ASA325,Aspirin EC,http://www.nlm.nih.gov/research/umls/rxnorm,1191,aspirin,,code-search,,Aspirin EC,1191,aspirin,0.80,ok,"EC=enteric-coated; no dose specified, base aspirin best fit"
ASA600R,Aspirin (Rectal) 600mg Suppository,http://www.nlm.nih.gov/research/umls/rxnorm,198473,aspirin 600 MG Rectal Suppository,,code-search,,Aspirin (Rectal) 600mg Suppository,198473,aspirin 600 MG Rectal Suppository,0.92,ok,
ASA81,Aspirin Low-Strength,http://www.nlm.nih.gov/research/umls/rxnorm,243670,aspirin 81 MG Oral Tablet,,code-search,,Aspirin Low-Strength,243670,aspirin 81 MG Oral Tablet,0.85,ok,Low-strength aspirin is 81 mg; standard oral tablet form
ASA81EC,Aspirin EC 81mg  EC Tab,http://www.nlm.nih.gov/research/umls/rxnorm,308416,aspirin 81 MG Delayed Release Oral Tablet,,code-search,,Aspirin EC 81mg EC Tab,308416,aspirin 81 MG Delayed Release Oral Tablet,0.95,ok,EC (enteric coated) matches Delayed Release Oral Tablet
ASAB325,Aspirin EC,http://www.nlm.nih.gov/research/umls/rxnorm,1191,aspirin,,code-search,,Aspirin EC,1191,aspirin,0.80,ok,"EC=enteric-coated; no dose specified, base aspirin best fit"
ASAEC325,Ecotrin,http://www.nlm.nih.gov/research/umls/rxnorm,202554,Ecotrin,,term-join,Q1-exact,Ecotrin,,,,not-needed,
ASCO250,Ascorbic Acid (Liquid),http://www.nlm.nih.gov/research/umls/rxnorm,1151,ascorbic acid,,term-join,Q3-paren,Ascorbic Acid (Liquid),,,,not-needed,
ASCO500,vitamin c,http://www.nlm.nih.gov/research/umls/rxnorm,1151,ascorbic acid,,code-search,,vitamin c,1151,ascorbic acid,0.85,ok,FSN ascorbic acid is Vitamin C; exact match
ASCO500L,Ascorbic Acid (Liquid),http://www.nlm.nih.gov/research/umls/rxnorm,1151,ascorbic acid,,term-join,Q3-paren,Ascorbic Acid (Liquid),,,,not-needed,
ASEN10,ASENapine 10 mg SL Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,859975,asenapine 10 MG Sublingual Tablet,,code-search,,ASENapine 10 mg SL Tablet,859975,asenapine 10 MG Sublingual Tablet,0.98,ok,FSN matches input exactly (asenapine 10mg sublingual)
ASEN5,ASENapine 5 mg SL Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,859981,asenapine 5 MG Sublingual Tablet,,code-search,,ASENapine 5 mg SL Tablet,859981,asenapine 5 MG Sublingual Tablet,0.98,ok,FSN matches input exactly (asenapine 5mg sublingual)
ASPIDESEN,Aspirin Desensitization (Urticaria/Angioedema) Suspension,http://snomed.info/sct,387458008,Aspirin,,code-search,,Aspirin Desensitization (Urticaria/Angioedema) Suspension,387458008,Aspirin,0.80,ok,Core substance is aspirin; desensitization/urticaria qualifiers are non-coded context
ATAZ150,Reyataz,http://www.nlm.nih.gov/research/umls/rxnorm,382467,Reyataz,,term-join,Q1-exact,Reyataz,,,,not-needed,
ATAZ200,Reyataz,http://www.nlm.nih.gov/research/umls/rxnorm,382467,Reyataz,,term-join,Q1-exact,Reyataz,,,,not-needed,
ATEN25,Atenolol 25 mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,197380,atenolol 25 MG Oral Tablet,,code-search,,Atenolol 25 mg Tab,197380,atenolol 25 MG Oral Tablet,0.95,ok,FSN matches input exactly
ATEN50,Tenormin,http://www.nlm.nih.gov/research/umls/rxnorm,152413,Tenormin,,term-join,Q1-exact,Tenormin,,,,not-needed,
ATOM40,Strattera,http://www.nlm.nih.gov/research/umls/rxnorm,358330,Strattera,,term-join,Q1-exact,Strattera,,,,not-needed,
ATOR10,Lipitor,http://www.nlm.nih.gov/research/umls/rxnorm,153165,Lipitor,,term-join,Q1-exact,Lipitor,,,,not-needed,
ATOR20,Lipitor,http://www.nlm.nih.gov/research/umls/rxnorm,153165,Lipitor,,term-join,Q1-exact,Lipitor,,,,not-needed,
ATOR40,Atorvastatin,http://www.nlm.nih.gov/research/umls/rxnorm,83367,atorvastatin,,term-join,Q1-exact,Atorvastatin,,,,not-needed,
ATOR80,Lipitor,http://www.nlm.nih.gov/research/umls/rxnorm,153165,Lipitor,,term-join,Q1-exact,Lipitor,,,,not-needed,
ATOV750S,Atovaquone Suspension 750mg/5mL Packet,http://www.nlm.nih.gov/research/umls/rxnorm,308429,atovaquone 750 MG in 5 mL Oral Suspension,,code-search,,Atovaquone Suspension 750mg/5mL Packet,308429,atovaquone 750 MG in 5 mL Oral Suspension,0.90,ok,FSN matches atovaquone 750mg/5mL suspension; packet is packaging form
ATRO1/15ES,Atropine Sulfate Ophth 1% 15 mL Dropper Bottle,http://www.nlm.nih.gov/research/umls/rxnorm,1190655,atropine sulfate 1 % Ophthalmic Solution,,code-search,,Atropine Sulfate Ophth 1% 15 mL Dropper Bottle,1190655,atropine sulfate 1 % Ophthalmic Solution,0.90,ok,1% ophthalmic solution matches; dropper bottle is packaging
ATRO1/2ES,Atropine Sulfate Ophth 1%,http://www.nlm.nih.gov/research/umls/rxnorm,1190655,atropine sulfate 1 % Ophthalmic Solution,,code-search,,Atropine Sulfate Ophth 1%,1190655,atropine sulfate 1 % Ophthalmic Solution,0.80,ok,Matches atropine sulfate 1% ophthalmic; dosage form unspecified in input
ATRO1I,Atropine Sulfate 1mg/10mL Syringe,http://www.nlm.nih.gov/research/umls/rxnorm,1190546,atropine sulfate 1 MG in 10 ML Prefilled Syringe,,code-search,,Atropine Sulfate 1mg/10mL Syringe,1190546,atropine sulfate 1 MG in 10 ML Prefilled Syringe,0.95,ok,FSN matches input exactly
ATRO4I,Atropine Sulfate 0.4mg/1mL Vial,http://www.nlm.nih.gov/research/umls/rxnorm,1666781,atropine sulfate 0.4 MG in 1 ML Injection,,code-search,,Atropine Sulfate 0.4mg/1mL Vial,1666781,atropine sulfate 0.4 MG in 1 ML Injection,0.90,ok,FSN matches 0.4mg/1mL concentration exactly
AUGM250,Amoxicillin-Clavulanic Acid 250mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,562251,amoxicillin 250 MG / clavulanate potassium 125 MG Oral Tablet,,code-search,,Amoxicillin-Clavulanic Acid 250mg Tablet,562251,amoxicillin 250 MG / clavulanate potassium 125 MG Oral Tablet,0.95,ok,Combination amoxicillin-clavulanate tablet matches input
AUGM250L,Amoxicillin-Clavulanic Acid,http://www.nlm.nih.gov/research/umls/rxnorm,19711,amoxicillin / clavulanate,,code-search,,Amoxicillin-Clavulanic Acid,19711,amoxicillin / clavulanate,0.85,ok,Generic combination product matches input without strength overstepping
AUGM500,augmentin,http://www.nlm.nih.gov/research/umls/rxnorm,151392,Augmentin,,term-join,Q1-exact,augmentin,,,,not-needed,
