mimic_code,mimic_display,rxnorm_code,rxnorm_display,comment,method,join_rung,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
001293,Potassium,8588,potassium,,term-join,Q1-exact,,,,not-needed,
001303,Caltrate Plus,1372696,Caltrate Plus D,,code-search,,1372696,Caltrate Plus D,0.85,ok,Brand name match; 'D' is minor qualifier
001305,Liquid Calcium,,,"code-search proposed 1895 'calcium' at 0.80, below the 0.85 threshold.",code-search,,1895,calcium,0.80,below-threshold,Liquid is a dosage form qualifier; base concept is calcium
001307,Oyster Shell Calcium With D,,,"code-search proposed 1311062 'oyster shell calcium carbonate preparation' at 0.80, below the 0.85 threshold.",code-search,,1311062,oyster shell calcium carbonate preparation,0.80,below-threshold,Captures oyster shell calcium; 'with D' qualifier not separately coded
001309,Os-Cal 500 + D,1243353,Os-Cal 500 with D,,code-search,,1243353,Os-Cal 500 with D,0.97,ok,Display matches search text exactly
001310,Os-Cal 500 + D,1243353,Os-Cal 500 with D,,code-search,,1243353,Os-Cal 500 with D,0.97,ok,Display matches search text exactly
001311,calcium carbonate-vitamin D2,1008264,calcium carbonate / ergocalciferol,,code-search,,1008264,calcium carbonate / ergocalciferol,0.85,ok,"Combination product; ergocalciferol is vitamin D2, no strength overstepping"
001312,calcium carbonate-vitamin D2,1008264,calcium carbonate / ergocalciferol,,code-search,,1008264,calcium carbonate / ergocalciferol,0.85,ok,"Combination product; ergocalciferol is vitamin D2, no strength overstepping"
001313,calcium carbonate-vitamin D2,1008264,calcium carbonate / ergocalciferol,,code-search,,1008264,calcium carbonate / ergocalciferol,0.85,ok,"Combination product; ergocalciferol is vitamin D2, no strength overstepping"
001314,calcium carbonate-vitamin D2,1008264,calcium carbonate / ergocalciferol,,code-search,,1008264,calcium carbonate / ergocalciferol,0.85,ok,"Combination product; ergocalciferol is vitamin D2, no strength overstepping"
001330,Calcium-Magnesium-Zinc,1491617,calcium carbonate / magnesium oxide / zinc oxide,,code-search,,1491617,calcium carbonate / magnesium oxide / zinc oxide,0.90,ok,"Combination product of exactly calcium, magnesium, zinc"
001335,Calcium-Magnesium,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001336,calcium carbonate [Calci-Mix],1897,calcium carbonate,,term-join,B1-generic,,,,not-needed,
001340,Oyster Shell Calcium 500,1311062,oyster shell calcium carbonate preparation,,code-search,,1311062,oyster shell calcium carbonate preparation,0.85,ok,Captures oyster shell calcium source; 500 strength not separately coded
001341,Super Calcium,,,"code-search proposed 1897 'calcium carbonate' at 0.80, below the 0.85 threshold.",code-search,,1897,calcium carbonate,0.80,below-threshold,"Super Calcium is a brand calcium supplement, typically calcium carbonate"
001342,Calcium Carbonate,1897,calcium carbonate,,term-join,Q1-exact,,,,not-needed,
001344,calcium carbonate [Calcium 500],1897,calcium carbonate,,term-join,B1-generic,,,,not-needed,
001345,Maalox RS,,,"code-search proposed 29115 'Maalox' at 0.75, below the 0.85 threshold.",code-search,,29115,Maalox,0.75,below-threshold,No exact 'Maalox RS' code; base Maalox is closest broader match
001346,calcium carbonate,1897,calcium carbonate,,term-join,Q1-exact,,,,not-needed,
001347,TUMS Extra Strength Smoothies,,,"code-search proposed 1357416 '{25 (calcium carbonate 500 MG Chewable Tablet [Tums]) / 140 (calcium carbonate 750 MG Chewable Tablet [Tums]) } Pack [Tums Freshers and Extra Strength]' at 0.60, below the 0.85 threshold.",code-search,,1357416,{25 (calcium carbonate 500 MG Chewable Tablet [Tums]) / 140 (calcium carbonate 750 MG Chewable Tablet [Tums]) } Pack [Tums Freshers and Extra Strength],0.60,below-threshold,Closest Tums Extra Strength product; no Smoothies variant available
001348,calcium chloride,1901,calcium chloride,,term-join,Q1-exact,,,,not-needed,
001349,Calcium Chloride (Bristojet),1901,calcium chloride,,term-join,Q3-paren,,,,not-needed,
001354,calcium gluconate,1908,calcium gluconate,,term-join,Q1-exact,,,,not-needed,
001356,Calcium Gluconate,1908,calcium gluconate,,term-join,Q1-exact,,,,not-needed,
001366,calcium lactate,47622,calcium lactate,,term-join,Q1-exact,,,,not-needed,
001373,Calcium,1895,calcium,,term-join,Q1-exact,,,,not-needed,
001374,calcium,1895,calcium,,term-join,Q1-exact,,,,not-needed,
001375,calcium,1895,calcium,,term-join,Q1-exact,,,,not-needed,
001376,Hi-Cal,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001379,Natural Calcium,1895,calcium,,code-search,,1895,calcium,0.85,ok,Natural is a non-coded qualifier; base concept calcium matches
001380,calcium citrate [Calcitrate],47613,calcium citrate,,term-join,B1-generic,,,,not-needed,
001386,vit E- vit C-magnesium-zinc [ECee Plus],1007896,ascorbic acid / magnesium sulfate / vitamin E / zinc sulfate,,code-search,,1007896,ascorbic acid / magnesium sulfate / vitamin E / zinc sulfate,0.85,ok,"Combination of exactly the four ingredients (vit C, vit E, magnesium, zinc)"
001399,magnesium carbonate,29155,magnesium carbonate,,term-join,Q1-exact,,,,not-needed,
001400,magnesium chloride,6579,magnesium chloride,,term-join,Q1-exact,,,,not-needed,
001402,Slow-Mag,219963,Slow-Mag,,term-join,Q1-exact,,,,not-needed,
001403,Magonate,218181,Magonate,,term-join,Q1-exact,,,,not-needed,
001404,Magnesium Gluconate,52358,magnesium gluconate,,term-join,Q1-exact,,,,not-needed,
001405,Magnesium Oxide,6582,magnesium oxide,,term-join,Q1-exact,,,,not-needed,
001406,Magnesium Oxide,6582,magnesium oxide,,term-join,Q1-exact,,,,not-needed,
001408,Mag-Oxide,6582,magnesium oxide,,code-search,,6582,magnesium oxide,0.95,ok,Mag-Oxide is brand name for magnesium oxide
001409,magnesium oxide,6582,magnesium oxide,,term-join,Q1-exact,,,,not-needed,
001410,magnesium sulfate,6585,magnesium sulfate,,term-join,Q1-exact,,,,not-needed,
001413,magnesium sulfate,6585,magnesium sulfate,,term-join,Q1-exact,,,,not-needed,
001417,Magnesium Sulfate,6585,magnesium sulfate,,term-join,Q1-exact,,,,not-needed,
001418,Magnesium Sulfate (Laxative),6585,magnesium sulfate,,term-join,Q3-paren,,,,not-needed,
001419,Magnesium,6574,magnesium,,term-join,Q1-exact,,,,not-needed,
001420,magnesium,6574,magnesium,,term-join,Q1-exact,,,,not-needed,
001422,Magnesium,6574,magnesium,,term-join,Q1-exact,,,,not-needed,
001423,magnesium,6574,magnesium,,term-join,Q1-exact,,,,not-needed,
001431,Pedialyte Singles,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001478,iron-B cplx-B12-liver extract,,,"code-search proposed 1008881 'iron,peptonized / liver extract / vitamin B12' at 0.80, below the 0.85 threshold.",code-search,,1008881,"iron,peptonized / liver extract / vitamin B12",0.80,below-threshold,"Captures iron, liver extract, and B12; closest to input"
001491,Geritol,,,"code-search proposed 24947 'ferrous sulfate' at 0.60, below the 0.85 threshold.",code-search,,24947,ferrous sulfate,0.60,below-threshold,Geritol is a brand iron tonic; closest ingredient-level match in RxNorm VS
001521,ferrous sulfate-C-folic acid [Folitab],861069,Folitab,,term-join,B5-brand,,,,not-needed,
001576,ferrous fumarate-folic acid,1008559,ferrous fumarate / folic acid,,code-search,,1008559,ferrous fumarate / folic acid,0.95,ok,FSN matches the two-component combination exactly
001585,Ferrous Sulfate-B Comp with C,,,"code-search proposed 214248 'ascorbic acid / ferrous sulfate' at 0.60, below the 0.85 threshold.",code-search,,214248,ascorbic acid / ferrous sulfate,0.60,below-threshold,Captures ferrous sulfate + vitamin C; B complex component not represented in any candidate
001589,Stress with Iron,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001602,Iron with Stool Softener,214519,docusate / ferrous fumarate,,code-search,,214519,docusate / ferrous fumarate,0.85,ok,Iron (ferrous) with stool softener (docusate) combination
001609,iron dextran [Infed],217731,InFed,,term-join,B5-brand,,,,not-needed,
001610,ferrous fumarate,24941,ferrous fumarate,,term-join,Q1-exact,,,,not-needed,
001617,ferrous fumarate,24941,ferrous fumarate,,term-join,Q1-exact,,,,not-needed,
001623,ferrous gluconate,24942,ferrous gluconate,,term-join,Q1-exact,,,,not-needed,
001624,ferrous gluconate,24942,ferrous gluconate,,term-join,Q1-exact,,,,not-needed,
001625,Ferrous Gluconate,24942,ferrous gluconate,,term-join,Q1-exact,,,,not-needed,
001627,polysaccharide iron complex [Polysaccharide Iron],105669,polysaccharide iron complex,,term-join,B1-generic,,,,not-needed,
001628,Niferex,68729,Niferex,,term-join,Q1-exact,,,,not-needed,
001632,ferrous sulfate,24947,ferrous sulfate,,term-join,Q1-exact,,,,not-needed,
001635,Ferrous Sulfate,24947,ferrous sulfate,,term-join,Q1-exact,,,,not-needed,
001636,Iron,90176,iron,,term-join,Q1-exact,,,,not-needed,
001639,ferrous sulfate,24947,ferrous sulfate,,term-join,Q1-exact,,,,not-needed,
001640,Ferrous Sulfate,24947,ferrous sulfate,,term-join,Q1-exact,,,,not-needed,
001641,ferrous sulfate,24947,ferrous sulfate,,term-join,Q1-exact,,,,not-needed,
001644,ferrous sulfate,24947,ferrous sulfate,,term-join,Q1-exact,,,,not-needed,
001645,Iron (Ferrous Sulfate),90176,iron,,term-join,Q3-paren,,,,not-needed,
001646,Ferrous Sulfate,24947,ferrous sulfate,,term-join,Q1-exact,,,,not-needed,
001647,Slow Release Iron,,,"code-search proposed 90176 'iron' at 0.82, below the 0.85 threshold.",code-search,,90176,iron,0.82,below-threshold,Slow release is a dosage-form qualifier; ingredient is iron
001652,zinc gluconate,58300,zinc gluconate,,term-join,Q1-exact,,,,not-needed,
001654,zinc gluconate,58300,zinc gluconate,,term-join,Q1-exact,,,,not-needed,
001656,Zinc Gluconate,58300,zinc gluconate,,term-join,Q1-exact,,,,not-needed,
001659,zinc sulfate,39954,zinc sulfate,,term-join,Q1-exact,,,,not-needed,
001665,Zinc Sulfate,39954,zinc sulfate,,term-join,Q1-exact,,,,not-needed,
001667,Zinc,11416,zinc,,term-join,Q1-exact,,,,not-needed,
001668,Zn-Plus-Protein,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001669,zinc,11416,zinc,,term-join,Q1-exact,,,,not-needed,
001671,Zinc Picolinate,58301,zinc picolinate,,term-join,Q1-exact,,,,not-needed,
001672,zinc lozenges,,,"code-search proposed 11416 'zinc' at 0.80, below the 0.85 threshold.",code-search,,11416,zinc,0.80,below-threshold,Lozenge is dosage form; VS contains ingredient-level zinc
001674,Lugols,352751,Lugols Strong Iodine,,code-search,,352751,Lugols Strong Iodine,0.95,ok,FSN matches input exactly
001675,potassium iodide,8597,potassium iodide,,term-join,Q1-exact,,,,not-needed,
001676,SSKI,544594,SSKI brand of Potassium Iodide,,code-search,,544594,SSKI brand of Potassium Iodide,0.95,ok,SSKI is brand name for potassium iodide; exact match
001685,Minerals,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001686,Kelp (iodine),285155,kelp preparation,,code-search,,285155,kelp preparation,0.85,ok,Kelp preparation matches; iodine is qualifier
001693,copper gluconate,2839,copper gluconate,,term-join,Q1-exact,,,,not-needed,
001703,Manganese,6623,manganese,,term-join,Q1-exact,,,,not-needed,
001707,chromium chloride,21009,chromic chloride,,code-search,,21009,chromic chloride,0.85,ok,FSN matches input substance exactly
001708,chromium,2496,chromium,,term-join,Q1-exact,,,,not-needed,
001710,Chromium GTF,216059,Chromium GTF,,term-join,Q1-exact,,,,not-needed,
001711,Virt-Phos 250 Neutral,607414,Phospha 250 Neutral,,code-search,,607414,Phospha 250 Neutral,0.85,ok,Brand phosphate supplement; closest matching product
001712,selenium,9641,selenium,,term-join,Q1-exact,,,,not-needed,
001714,Selenium,9641,selenium,,term-join,Q1-exact,,,,not-needed,
001716,Selenium,9641,selenium,,term-join,Q1-exact,,,,not-needed,
001717,Selenium,9641,selenium,,term-join,Q1-exact,,,,not-needed,
001723,NovoLIN R,93560,Novolin R,,term-join,Q1-exact,,,,not-needed,
001740,NPH insulin human recomb [Novolin N],93558,Novolin N,,term-join,B5-brand,,,,not-needed,
001773,glyburide [Diabeta],4815,glyburide,,term-join,B1-generic,,,,not-needed,
001774,glyburide [Diabeta],4815,glyburide,,term-join,B1-generic,,,,not-needed,
001775,glyburide [Diabeta],4815,glyburide,,term-join,B1-generic,,,,not-needed,
001776,Glucotrol,203680,Glucotrol,,term-join,Q1-exact,,,,not-needed,
001777,Glucotrol,203680,Glucotrol,,term-join,Q1-exact,,,,not-needed,
001781,Microdot Glucose Gel,,,"code-search proposed 4850 'glucose' at 0.75, below the 0.85 threshold.",code-search,,4850,glucose,0.75,below-threshold,Branded glucose gel; active ingredient is glucose
001783,Dextrose,4850,glucose,,code-search,,4850,glucose,0.85,ok,Dextrose is a synonym for glucose; exact match
001829,Ocuvite Extra,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001846,amino acids-protein supplement,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001847,amino acids [Amino Acid],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001865,amino acids [Proteinex],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001868,Arginine (L-Arginine),1091,arginine,,term-join,Q3-paren,,,,not-needed,
001871,arginine (L-arginine),1091,arginine,,term-join,Q3-paren,,,,not-needed,
001873,L-Glutamine,4885,glutamine,,code-search,,4885,glutamine,0.85,ok,L-Glutamine is the amino acid ingredient; generic glutamine matches exactly
001875,lysine [L-Lysine],6536,lysine,,term-join,B1-generic,,,,not-needed,
001876,Lysine,6536,lysine,,term-join,Q1-exact,,,,not-needed,
001880,lysine [L-Lysine],6536,lysine,,term-join,B1-generic,,,,not-needed,
001882,levocarnitine [L-Carnitine],42955,levocarnitine,,term-join,B1-generic,,,,not-needed,
001884,levocarnitine [Carnitor],42955,levocarnitine,,term-join,B1-generic,,,,not-needed,
001894,protein,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001901,Similac Isomil Advance,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001910,nutritional supplements [Ensure Pudding],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001911,nutritional supplements,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001912,Resource Arginaid,801698,Arginaid,,code-search,,801698,Arginaid,0.85,ok,FSN matches input exactly
001913,Peptamen 1.5 Cal With Prebio1,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001918,Kelp,285155,kelp preparation,,code-search,,285155,kelp preparation,0.95,ok,FSN matches input exactly
001920,Blue-Green Algae (Spirulina),487252,Spirulina,,code-search,,487252,Spirulina,0.85,ok,Spirulina is blue-green algae; ingredient matches input
001921,dietary supplement,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001922,dietary supplement [Scandishake],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001925,nutritional supplement-caloric [Duocal],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001931,Ensure Original,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001933,Promote,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001936,Compleat Pediatric,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001938,protein [ProCel],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
001939,Protein Supplement,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
