mimic_code,mimic_display,target_system,target_code,target_display,comment,method,join_rung,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
Amethia,Amethia,http://www.nlm.nih.gov/research/umls/rxnorm,214558,ethinyl estradiol / levonorgestrel,,code-search,,214558,ethinyl estradiol / levonorgestrel,0.85,ok,Amethia is a brand of levonorgestrel/ethinyl estradiol contraceptive
Amethyst,Amethyst,http://www.nlm.nih.gov/research/umls/rxnorm,1112715,Amethyst 28 Day Pack,,code-search,,1112715,Amethyst 28 Day Pack,0.85,ok,Brand name Amethyst matches the product pack
Amikacin,Amikacin,http://www.nlm.nih.gov/research/umls/rxnorm,641,amikacin,,term-join,Q1-exact,,,,not-needed,
Amikacin Inhalation,Amikacin Inhalation,http://snomed.info/sct,387266001,Amikacin,,code-search,,387266001,Amikacin,0.85,ok,Substance is Amikacin; inhalation is route qualifier
Amiloride HCl,Amiloride HCl,http://www.nlm.nih.gov/research/umls/rxnorm,142424,amiloride hydrochloride,,term-join,Q2-salt,,,,not-needed,
Aminocaproic Acid,Aminocaproic Acid,http://www.nlm.nih.gov/research/umls/rxnorm,99,6-aminocaproic acid,,term-join,Q1-exact,,,,not-needed,
Aminocaproic Acid 25 % Oral Rinse,Aminocaproic Acid 25 % Oral Rinse,http://www.nlm.nih.gov/research/umls/rxnorm,99,6-aminocaproic acid,,code-search,,99,6-aminocaproic acid,0.85,ok,Ingredient match; product form/strength not coded in ingredient VS
Amiodarone,Amiodarone,http://www.nlm.nih.gov/research/umls/rxnorm,703,amiodarone,,term-join,Q1-exact,,,,not-needed,
Amitiza,Amitiza,http://www.nlm.nih.gov/research/umls/rxnorm,615205,Amitiza,,term-join,Q1-exact,,,,not-needed,
Amitriptyline,Amitriptyline,http://www.nlm.nih.gov/research/umls/rxnorm,704,amitriptyline,,term-join,Q1-exact,,,,not-needed,
Amlodipine,Amlodipine,http://www.nlm.nih.gov/research/umls/rxnorm,17767,amlodipine,,term-join,Q1-exact,,,,not-needed,
Amnioinfusion (LR),Amnioinfusion (LR),,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,,,,no-match,
Amnioinfusion (NS),Amnioinfusion (NS),,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,,,,no-match,
Amoxicillin,Amoxicillin,http://www.nlm.nih.gov/research/umls/rxnorm,723,amoxicillin,,term-join,Q1-exact,,,,not-needed,
Amoxicillin-Clavulanate Susp.,Amoxicillin-Clavulanate Susp.,http://www.nlm.nih.gov/research/umls/rxnorm,19711,amoxicillin / clavulanate,,code-search,,19711,amoxicillin / clavulanate,0.85,ok,Generic drug matches; suspension is a form qualifier not a distinct code
Amoxicillin-Clavulanic Acid,Amoxicillin-Clavulanic Acid,http://www.nlm.nih.gov/research/umls/rxnorm,19711,amoxicillin / clavulanate,,code-search,,19711,amoxicillin / clavulanate,0.85,ok,Generic combination product matches input without strength overstepping
Amphetamine Salt Combo,Amphetamine Salt Combo,http://www.nlm.nih.gov/research/umls/rxnorm,822929,amphetamine aspartate / amphetamine sulfate / dextroamphetamine saccharate / dextroamphetamine sulfate,,code-search,,822929,amphetamine aspartate / amphetamine sulfate / dextroamphetamine saccharate / dextroamphetamine sulfate,0.85,ok,Combination product matching 'Amphetamine Salt Combo' without strength
Amphetamine-Dextroamphetamine,Amphetamine-Dextroamphetamine,http://www.nlm.nih.gov/research/umls/rxnorm,253146,amphetamine / dextroamphetamine,,code-search,,253146,amphetamine / dextroamphetamine,0.95,ok,FSN matches the combination drug exactly
Amphetamine-Dextroamphetamine XR,Amphetamine-Dextroamphetamine XR,,,,"code-search proposed 253146 'amphetamine / dextroamphetamine' at 0.80, below the 0.85 threshold.",code-search,,253146,amphetamine / dextroamphetamine,0.80,below-threshold,Base concept matches; XR qualifier not captured
Amphotericin B,Amphotericin B,http://www.nlm.nih.gov/research/umls/rxnorm,732,amphotericin B,,term-join,Q1-exact,,,,not-needed,
Amphotericin B Nebulized,Amphotericin B Nebulized,http://www.nlm.nih.gov/research/umls/rxnorm,732,amphotericin B,,code-search,,732,amphotericin B,0.85,ok,Base drug matches; nebulized is route qualifier
Amphotericin B Ophth Soln 0.1%,Amphotericin B Ophth Soln 0.1%,http://snomed.info/sct,77703004,Amphotericin B,,code-search,,77703004,Amphotericin B,0.85,ok,"Substance VS; formulation details not coded, substance matches"
Amphotericin B Oral Suspension,Amphotericin B Oral Suspension,http://www.nlm.nih.gov/research/umls/rxnorm,199264,amphotericin B 100 MG/ML Oral Suspension,,code-search,,199264,amphotericin B 100 MG/ML Oral Suspension,0.85,ok,FSN matches amphotericin B oral suspension; strength is unstated qualifier
Ampicillin,Ampicillin,http://www.nlm.nih.gov/research/umls/rxnorm,733,ampicillin,,term-join,Q1-exact,,,,not-needed,
Ampicillin Desensitization,Ampicillin Desensitization,,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,,,,no-match,
Ampicillin Graded Challenge,Ampicillin Graded Challenge,,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,,,,no-match,
Ampicillin-Heparin Lock,Ampicillin-Heparin Lock,http://snomed.info/sct,387170002,Ampicillin,,code-search,,387170002,Ampicillin,0.85,ok,Primary substance in the lock
Ampicillin-Sulbact Graded Challenge,Ampicillin-Sulbact Graded Challenge,,,,"code-search proposed 1009148 'ampicillin / sulbactam' at 0.70, below the 0.85 threshold.",code-search,,1009148,ampicillin / sulbactam,0.70,below-threshold,"Medication VS; graded challenge is procedure context, drug is core referent"
Ampicillin-Sulbactam,Ampicillin-Sulbactam,http://www.nlm.nih.gov/research/umls/rxnorm,1009148,ampicillin / sulbactam,,code-search,,1009148,ampicillin / sulbactam,0.95,ok,FSN matches input exactly
Ampyra,Ampyra,http://www.nlm.nih.gov/research/umls/rxnorm,897022,Ampyra,,term-join,Q1-exact,,,,not-needed,
Anaspaz,Anaspaz,http://www.nlm.nih.gov/research/umls/rxnorm,769,Anaspaz,,term-join,Q1-exact,,,,not-needed,
Anastrozole,Anastrozole,http://www.nlm.nih.gov/research/umls/rxnorm,84857,anastrozole,,term-join,Q1-exact,,,,not-needed,
Anbesol (benzocaine),Anbesol (benzocaine),http://www.nlm.nih.gov/research/umls/rxnorm,153287,Anbesol,,term-join,Q3-paren,,,,not-needed,
Andexxa,Andexxa,http://www.nlm.nih.gov/research/umls/rxnorm,2045130,Andexxa,,term-join,Q1-exact,,,,not-needed,
AndroGel,AndroGel,http://www.nlm.nih.gov/research/umls/rxnorm,261448,Androgel,,term-join,Q1-exact,,,,not-needed,
Angiotensin II,Angiotensin II,http://www.nlm.nih.gov/research/umls/rxnorm,1999003,angiotensin II,,term-join,Q1-exact,,,,not-needed,
Anoro Ellipta,Anoro Ellipta,http://www.nlm.nih.gov/research/umls/rxnorm,1487520,Anoro,,code-search,,1487520,Anoro,0.85,ok,Brand name Anoro matches input; Ellipta is device qualifier
Antacid Maximum Strength,Antacid Maximum Strength,http://snomed.info/sct,372794006,Antacid,,code-search,,372794006,Antacid,0.85,ok,Antacid substance matches; 'Maximum Strength' is brand qualifier
Anti-Inhibitor Coagulant Complex (FEIBA),Anti-Inhibitor Coagulant Complex (FEIBA),http://www.nlm.nih.gov/research/umls/rxnorm,314504,anti-inhibitor coagulant complex,,term-join,Q3-paren,,,,not-needed,
Anti-Thymocyte Globulin (Rabbit),Anti-Thymocyte Globulin (Rabbit),http://www.nlm.nih.gov/research/umls/rxnorm,107044,rabbit anti-human T-lymphocyte globulin,,code-search,,107044,rabbit anti-human T-lymphocyte globulin,0.95,ok,FSN matches Anti-Thymocyte Globulin (Rabbit) exactly
Anti-Thymocyte Globulin (Rabbit) - Peripheral Line,Anti-Thymocyte Globulin (Rabbit) - Peripheral Line,http://www.nlm.nih.gov/research/umls/rxnorm,107044,rabbit anti-human T-lymphocyte globulin,,code-search,,107044,rabbit anti-human T-lymphocyte globulin,0.90,ok,Matches anti-thymocyte globulin (rabbit); peripheral line is route detail
Antithrombin 3 (human),Antithrombin 3 (human),http://www.nlm.nih.gov/research/umls/rxnorm,221062,"antithrombin III, human",,code-search,,221062,"antithrombin III, human",0.97,ok,FSN matches input exactly
Anucort-HC,Anucort-HC,http://www.nlm.nih.gov/research/umls/rxnorm,215344,Anucort-HC,,term-join,Q1-exact,,,,not-needed,
Anusol-HC,Anusol-HC,http://www.nlm.nih.gov/research/umls/rxnorm,151363,Anusol HC,,code-search,,151363,Anusol HC,0.95,ok,Brand name matches input exactly
Anzemet,Anzemet,http://www.nlm.nih.gov/research/umls/rxnorm,215357,Anzemet,,term-join,Q1-exact,,,,not-needed,
Apidra,Apidra,http://www.nlm.nih.gov/research/umls/rxnorm,607583,Apidra,,term-join,Q1-exact,,,,not-needed,
Apidra SoloStar,Apidra SoloStar,http://www.nlm.nih.gov/research/umls/rxnorm,847259,insulin glulisine 100 UNT/ML in 3 ML Pen Injector,,code-search,,847259,insulin glulisine 100 UNT/ML in 3 ML Pen Injector,0.85,ok,Apidra SoloStar is insulin glulisine pen injector
Apixaban,Apixaban,http://www.nlm.nih.gov/research/umls/rxnorm,1364430,apixaban,,term-join,Q1-exact,,,,not-needed,
Apraclonidine 0.5%,Apraclonidine 0.5%,http://www.nlm.nih.gov/research/umls/rxnorm,308345,apraclonidine HCl 0.5 % Ophthalmic Solution,,code-search,,308345,apraclonidine HCl 0.5 % Ophthalmic Solution,0.95,ok,FSN matches drug and strength exactly
Aprepitant,Aprepitant,http://www.nlm.nih.gov/research/umls/rxnorm,358255,aprepitant,,term-join,Q1-exact,,,,not-needed,
Apri,Apri,http://www.nlm.nih.gov/research/umls/rxnorm,753482,Apri 28 Day Pack,,code-search,,753482,Apri 28 Day Pack,0.85,ok,Brand name Apri matches the Apri 28 Day Pack product
Apriso,Apriso,http://www.nlm.nih.gov/research/umls/rxnorm,825131,Apriso,,term-join,Q1-exact,,,,not-needed,
Aptiom,Aptiom,http://www.nlm.nih.gov/research/umls/rxnorm,1482508,Aptiom,,term-join,Q1-exact,,,,not-needed,
Aptivus,Aptivus,http://www.nlm.nih.gov/research/umls/rxnorm,614593,Aptivus,,term-join,Q1-exact,,,,not-needed,
Aquaphor Ointment,Aquaphor Ointment,http://www.nlm.nih.gov/research/umls/rxnorm,1052951,Aquaphor,,code-search,,1052951,Aquaphor,0.85,ok,Aquaphor is the ointment product; closest match
Aranesp (in polysorbate),Aranesp (in polysorbate),http://www.nlm.nih.gov/research/umls/rxnorm,337045,Aranesp,,term-join,Q3-paren,,,,not-needed,
Arava,Arava,http://www.nlm.nih.gov/research/umls/rxnorm,215393,Arava,,term-join,Q1-exact,,,,not-needed,
Argatroban,Argatroban,http://www.nlm.nih.gov/research/umls/rxnorm,15202,argatroban,,term-join,Q1-exact,,,,not-needed,
Arimidex,Arimidex,http://www.nlm.nih.gov/research/umls/rxnorm,262485,Arimidex,,term-join,Q1-exact,,,,not-needed,
Aripiprazole,Aripiprazole,http://www.nlm.nih.gov/research/umls/rxnorm,89013,aripiprazole,,term-join,Q1-exact,,,,not-needed,
Armour Thyroid,Armour Thyroid,http://www.nlm.nih.gov/research/umls/rxnorm,215407,Armour Thyroid,,term-join,Q1-exact,,,,not-needed,
Arnuity Ellipta,Arnuity Ellipta,http://www.nlm.nih.gov/research/umls/rxnorm,1547650,Arnuity,,code-search,,1547650,Arnuity,0.85,ok,Brand name matches; Ellipta is device qualifier
Arsenic Trioxide,Arsenic Trioxide,http://www.nlm.nih.gov/research/umls/rxnorm,18330,arsenic trioxide,,term-join,Q1-exact,,,,not-needed,
Artesunate,Artesunate,http://www.nlm.nih.gov/research/umls/rxnorm,18346,artesunate,,term-join,Q1-exact,,,,not-needed,
Arthrotec 50,Arthrotec 50,http://www.nlm.nih.gov/research/umls/rxnorm,857706,diclofenac sodium 50 MG / miSOPROStol 0.2 MG Delayed Release Oral Tablet,,code-search,,857706,diclofenac sodium 50 MG / miSOPROStol 0.2 MG Delayed Release Oral Tablet,0.85,ok,Arthrotec 50 is the 50mg diclofenac/misoprostol tablet
Arthrotec 75,Arthrotec 75,http://www.nlm.nih.gov/research/umls/rxnorm,1359105,diclofenac sodium 75 MG / miSOPROStol 0.2 MG Delayed Release Oral Tablet,,code-search,,1359105,diclofenac sodium 75 MG / miSOPROStol 0.2 MG Delayed Release Oral Tablet,0.85,ok,Arthrotec 75 is the 75mg diclofenac/misoprostol strength
Artificial Tear Ointment,Artificial Tear Ointment,,,,"code-search proposed 1086895 'Tears Again Ointment' at 0.70, below the 0.85 threshold.",code-search,,1086895,Tears Again Ointment,0.70,below-threshold,Brand artificial tear ointment; matches product type
Artificial Tears,Artificial Tears,,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,,,,no-match,
Artificial Tears (PF),Artificial Tears (PF),,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,,,,no-match,
Artificial Tears GEL 1%,Artificial Tears GEL 1%,,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,,,,no-match,
Artificial Tears Preserv. Free,Artificial Tears Preserv. Free,,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,,,,no-match,
Artificial Tears(pvalch-povid),Artificial Tears(pvalch-povid),http://www.nlm.nih.gov/research/umls/rxnorm,689958,polyvinyl alcohol / povidone,,code-search,,689958,polyvinyl alcohol / povidone,0.85,ok,Artificial tears with pvalch-povid = polyvinyl alcohol/povidone combination
Asacol HD,Asacol HD,http://www.nlm.nih.gov/research/umls/rxnorm,833234,mesalamine 800 MG Delayed Release Oral Tablet,,code-search,,833234,mesalamine 800 MG Delayed Release Oral Tablet,0.85,ok,Asacol HD is brand for mesalamine 800 mg delayed-release tablet
Ascorbic ACid/Thiamine/Placebo study med,Ascorbic ACid/Thiamine/Placebo study med,http://www.nlm.nih.gov/research/umls/rxnorm,1007231,ascorbic acid / thiamine,,code-search,,1007231,ascorbic acid / thiamine,0.85,ok,Captures the two active ingredients; placebo study context is non-coded
Ascorbic Acid,Ascorbic Acid,http://www.nlm.nih.gov/research/umls/rxnorm,1151,ascorbic acid,,term-join,Q1-exact,,,,not-needed,
Ascorbic Acid (Liquid),Ascorbic Acid (Liquid),http://www.nlm.nih.gov/research/umls/rxnorm,1151,ascorbic acid,,term-join,Q3-paren,,,,not-needed,
Ascorbic Acid/Thiamine/Placebo,Ascorbic Acid/Thiamine/Placebo,http://www.nlm.nih.gov/research/umls/rxnorm,1007231,ascorbic acid / thiamine,,code-search,,1007231,ascorbic acid / thiamine,0.85,ok,Captures ascorbic acid and thiamine components
Ascorbic Acid/Thiamine/Placebo Study Med,Ascorbic Acid/Thiamine/Placebo Study Med,http://www.nlm.nih.gov/research/umls/rxnorm,1007231,ascorbic acid / thiamine,,code-search,,1007231,ascorbic acid / thiamine,0.85,ok,Captures the two active ingredients; placebo study context is non-coded
Ascorbic acid and thiamine,Ascorbic acid and thiamine,http://www.nlm.nih.gov/research/umls/rxnorm,1007231,ascorbic acid / thiamine,,code-search,,1007231,ascorbic acid / thiamine,0.95,ok,FSN matches the two-ingredient combination exactly
Ascorbic acid/Thiamine/Placebo,Ascorbic acid/Thiamine/Placebo,http://www.nlm.nih.gov/research/umls/rxnorm,1007231,ascorbic acid / thiamine,,code-search,,1007231,ascorbic acid / thiamine,0.85,ok,Captures ascorbic acid and thiamine components
Ascorbic acid/Thiamine/Placebo Study Med,Ascorbic acid/Thiamine/Placebo Study Med,http://www.nlm.nih.gov/research/umls/rxnorm,1007231,ascorbic acid / thiamine,,code-search,,1007231,ascorbic acid / thiamine,0.85,ok,Captures the two active ingredients; placebo study context is non-coded
Ascorbic acid/thiamine study drug,Ascorbic acid/thiamine study drug,http://www.nlm.nih.gov/research/umls/rxnorm,1007231,ascorbic acid / thiamine,,code-search,,1007231,ascorbic acid / thiamine,0.95,ok,FSN matches the two-ingredient combination exactly
Ascorbic acid/thiamine/placebo,Ascorbic acid/thiamine/placebo,http://www.nlm.nih.gov/research/umls/rxnorm,1007231,ascorbic acid / thiamine,,code-search,,1007231,ascorbic acid / thiamine,0.85,ok,Captures ascorbic acid and thiamine components
Ascorbic acid/thiamine/placebo study med,Ascorbic acid/thiamine/placebo study med,http://www.nlm.nih.gov/research/umls/rxnorm,1007231,ascorbic acid / thiamine,,code-search,,1007231,ascorbic acid / thiamine,0.85,ok,Captures the two active ingredients; placebo study context is non-coded
Ascorbic acid/thiamine/study med,Ascorbic acid/thiamine/study med,http://www.nlm.nih.gov/research/umls/rxnorm,1007231,ascorbic acid / thiamine,,code-search,,1007231,ascorbic acid / thiamine,0.90,ok,Combination of ascorbic acid and thiamine; 'study med' is non-coded qualifier
Ashlyna,Ashlyna,http://www.nlm.nih.gov/research/umls/rxnorm,1603861,"Ashlyna 91 Day, 3 Month Pack",,code-search,,1603861,"Ashlyna 91 Day, 3 Month Pack",0.85,ok,Brand name matches input exactly
Asmanex HFA,Asmanex HFA,http://www.nlm.nih.gov/research/umls/rxnorm,616812,Asmanex,,code-search,,616812,Asmanex,0.85,ok,Brand name for mometasone furoate inhaler; HFA is propellant qualifier
Asmanex Twisthaler,Asmanex Twisthaler,http://snomed.info/sct,395802006,Mometasone furoate,,code-search,,395802006,Mometasone furoate,0.85,ok,Asmanex Twisthaler is brand for mometasone furoate inhaler
Aspercreme (lidocaine),Aspercreme (lidocaine),http://www.nlm.nih.gov/research/umls/rxnorm,215427,Aspercreme,,term-join,Q3-paren,,,,not-needed,
Aspercreme with Aloe,Aspercreme with Aloe,http://www.nlm.nih.gov/research/umls/rxnorm,38866,trolamine salicylate,,code-search,,38866,trolamine salicylate,0.85,ok,Aspercreme is brand of trolamine salicylate; aloe is non-coded qualifier
Aspirin,Aspirin,http://www.nlm.nih.gov/research/umls/rxnorm,1191,aspirin,,term-join,Q1-exact,,,,not-needed,
Aspirin (Buffered),Aspirin (Buffered),http://www.nlm.nih.gov/research/umls/rxnorm,1191,aspirin,,term-join,Q3-paren,,,,not-needed,
Aspirin 81 mg/Placebo,Aspirin 81 mg/Placebo,http://snomed.info/sct,387458008,Aspirin,,code-search,,387458008,Aspirin,0.85,ok,Substance is Aspirin; dose and placebo are non-coded qualifiers
Aspirin 81mg/Placebo,Aspirin 81mg/Placebo,http://www.nlm.nih.gov/research/umls/rxnorm,243670,aspirin 81 MG Oral Tablet,,code-search,,243670,aspirin 81 MG Oral Tablet,0.85,ok,Primary clinical concept; aspirin 81mg oral tablet
Aspirin Desensitization (AERD),Aspirin Desensitization (AERD),http://snomed.info/sct,1370984007,Non-steroidal anti-inflammatory drug exacerbated respiratory disease,,code-search,,1370984007,Non-steroidal anti-inflammatory drug exacerbated respiratory disease,0.85,ok,Replacement for Aspirin exacerbated respiratory disease (AERD); matches meaning
Aspirin Desensitization (Angioedema),Aspirin Desensitization (Angioedema),,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,,,,no-match,
Aspirin Desensitization (Urticaria/Angioedema),Aspirin Desensitization (Urticaria/Angioedema),,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,,,,no-match,
Aspirin EC,Aspirin EC,http://www.nlm.nih.gov/research/umls/rxnorm,1191,aspirin,,code-search,,1191,aspirin,0.85,ok,EC (enteric-coated) is a formulation qualifier; base drug aspirin matches
