mimic_code,mimic_display,target_system,target_code,target_display,comment,method,join_rung,ndc_property_rxcui,ndc_property_display,display_rxcui,display_source
00004025001,Tretinoin Suspension,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Tretinoin Suspension' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00004025901,Mycophenolate Mofetil Suspension,http://www.nlm.nih.gov/research/umls/rxnorm,616447,CellCept 250 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 616447. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,616447,CellCept 250 MG Oral Capsule,407883000,Mycophenolate Mofetil Suspension
00004026001,Mycophenolate Mofetil Suspension,http://www.nlm.nih.gov/research/umls/rxnorm,616435,CellCept 500 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 616435. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,616435,CellCept 500 MG Oral Tablet,407883000,Mycophenolate Mofetil Suspension
00004026129,Mycophenolate Mofetil Suspension,http://www.nlm.nih.gov/research/umls/rxnorm,616444,CellCept 200 MG in 1 mL Oral Suspension,"RxNorm 20231106 lists this NDC on RxCUI 616444. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,616444,CellCept 200 MG in 1 mL Oral Suspension,407883000,Mycophenolate Mofetil Suspension
00004026249,Torsemide,http://www.nlm.nih.gov/research/umls/rxnorm,38413,torsemide,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Torsemide', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,38413,Torsemide
00004026449,Torsemide,http://www.nlm.nih.gov/research/umls/rxnorm,38413,torsemide,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Torsemide', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,38413,Torsemide
00004026501,Torsemide,http://www.nlm.nih.gov/research/umls/rxnorm,38413,torsemide,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Torsemide', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,38413,Torsemide
00004026706,Torsemide,http://www.nlm.nih.gov/research/umls/rxnorm,38413,torsemide,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Torsemide', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,38413,Torsemide
00004029809,Mycophenolate Mofetil,http://www.nlm.nih.gov/research/umls/rxnorm,213394,CellCept 500 MG Injection,"RxNorm 20231106 lists this NDC on RxCUI 213394. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,213394,CellCept 500 MG Injection,68149,Mycophenolate Mofetil
00004035009,Peginterferon Alfa-2a,http://www.nlm.nih.gov/research/umls/rxnorm,352297,Pegasys 180 MCG in 1 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 352297. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,352297,Pegasys 180 MCG in 1 ML Injection,120608,Peginterferon Alfa-2a
00004038039,Fuzeon,http://www.nlm.nih.gov/research/umls/rxnorm,356743,Fuzeon,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Fuzeon', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,356743,Fuzeon
00004038140,Fuzeon,http://www.nlm.nih.gov/research/umls/rxnorm,404460,Fuzeon 90 MG Injection,"RxNorm 20231106 lists this NDC on RxCUI 404460. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,404460,Fuzeon 90 MG Injection,356743,Fuzeon
00004080085,Tamiflu,http://www.nlm.nih.gov/research/umls/rxnorm,261315,Tamiflu 75 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 261315. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,261315,Tamiflu 75 MG Oral Capsule,261657,Tamiflu
00004080285,OSELTAMivir,http://www.nlm.nih.gov/research/umls/rxnorm,728111,Tamiflu 30 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 728111. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,728111,Tamiflu 30 MG Oral Capsule,260101,OSELTAMivir
00004081095,Oseltamivir,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Oseltamivir' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00004082009,Tamiflu,http://www.nlm.nih.gov/research/umls/rxnorm,261657,Tamiflu,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Tamiflu', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,261657,Tamiflu
00004082205,OSELTAMivir,http://www.nlm.nih.gov/research/umls/rxnorm,1115700,Tamiflu 6 MG in 1 mL Oral Suspension,"RxNorm 20231106 lists this NDC on RxCUI 1115700. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1115700,Tamiflu 6 MG in 1 mL Oral Suspension,260101,OSELTAMivir
00004110150,Xeloda,http://www.nlm.nih.gov/research/umls/rxnorm,213293,Xeloda 500 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 213293. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,213293,Xeloda 500 MG Oral Tablet,,
00004196301,CeftriaXONE,http://www.nlm.nih.gov/research/umls/rxnorm,2193,ceftriaxone,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'CeftriaXONE', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,2193,CeftriaXONE
00004196401,CeftriaXONE Desensitization,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'CeftriaXONE Desensitization' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00004631301,Naproxen,http://www.nlm.nih.gov/research/umls/rxnorm,7258,naproxen,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Naproxen', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,7258,Naproxen
00004691106,Flumazenil,http://www.nlm.nih.gov/research/umls/rxnorm,4457,flumazenil,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Flumazenil', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,4457,Flumazenil
00004694003,Ganciclovir,http://www.nlm.nih.gov/research/umls/rxnorm,4678,ganciclovir,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Ganciclovir', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,4678,Ganciclovir
00005010005,Meningococcal Group B Vaccine (Trumenba),http://www.nlm.nih.gov/research/umls/rxnorm,1593140,Trumenba vaccine 0.5 ML Prefilled Syringe,"RxNorm 20231106 lists this NDC on RxCUI 1593140. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1593140,Trumenba vaccine 0.5 ML Prefilled Syringe,,
00005197101,Prevnar 13 (PF),http://www.nlm.nih.gov/research/umls/rxnorm,901644,Prevnar 13 vaccine 0.5 ML Prefilled Syringe,"RxNorm 20231106 lists this NDC on RxCUI 901644. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,901644,Prevnar 13 vaccine 0.5 ML Prefilled Syringe,,
00005197102,Prevnar 13 (PF),http://www.nlm.nih.gov/research/umls/rxnorm,901644,Prevnar 13 vaccine 0.5 ML Prefilled Syringe,"RxNorm 20231106 lists this NDC on RxCUI 901644. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,901644,Prevnar 13 vaccine 0.5 ML Prefilled Syringe,,
00005434462,multivitamin with minerals,http://snomed.info/sct,438681000124106,Multivitamin multimineral supplement,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'multivitamin with minerals', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,438681000124106,multivitamin with minerals
00005534323,Minocycline,http://www.nlm.nih.gov/research/umls/rxnorm,6980,minocycline,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Minocycline', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,6980,Minocycline
00005921823,Demeclocycline,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Demeclocycline' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00005927029,Demeclocycline,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Demeclocycline' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
00006003121,Fosamax,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Fosamax' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
